username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,
,2/22/2017 1:41,0,0,Liver injury warning added to Tecfidera label #FDAwarning,,,#FDAwarning,8.34E+17,https://twitter.com/tru_law/status/834133342152962048,
,2/22/2017 1:17,0,2,Download the DMT pdf from @MSTrust . It explains the three levels. My gf started on Avonex but was moved up to Tecfidera .,,@MSTrust,,8.34E+17,https://twitter.com/MetaFatigue/status/834127542290411520,
,2/22/2017 1:08,0,1,Looking at you,,,,,,
,2/21/2017 18:45,1,1,Multiple Sclerosis Treatment,,,,,,
,2/21/2017 16:10,1,0,Décapeptyl,,,,,,
,2/21/2017 11:15,0,0,tfw when you're tecfidera -nauseous and just need to watch something mindless,,,,,,
,2/21/2017 1:30,0,0,I've been on tecfidera for over a year and am very happy with this DMD,,,,8.34E+17,https://twitter.com/coffeeshopjihad/status/833768239146663937,
,2/21/2017 1:05,0,7,First full-dose Tecfidera this evening. The first week at half dose has been a doddle,,,,,,
,2/20/2017 22:01,1,0,Multiple Sclerosis Treatment,,,,,,
,2/20/2017 20:53,0,0,Been sorta pondering what kind of art project I could make with my empty #tecfidera capsules… https://www. instagram.com/p/BQvQHM6lsR9/,,,#tecfidera,8.34E+17,https://twitter.com/worddroppings/status/833698647602843648,
,2/20/2017 17:36,0,0,V low lymphocyte count. Has anyone moved on to a new DMT after Tecfidera ? #mssociety #MS,,,#mssociety #MS,8.34E+17,https://twitter.com/sharong2011/status/833649009256431616,
,2/20/2017 1:16,0,2,despues de tres semanas con #tecfidera me encuentro muy bien solo cuatro sofocos. Animos!!,,,#tecfidera,8.33E+17,https://twitter.com/riera_anna/status/833402471745781761,
,2/19/2017 21:41,0,2,el 23 hace un mes que me diagnosticaron EM y en marzo empiezo con la tecfidera .Le tengo más miedo que a la EM en si!!!,,,,8.33E+17,https://twitter.com/WalditoFrias/status/833348338284113921,
,2/19/2017 8:30,1,1,Common #MultipleSclerosis Drug Found to Cause Liver Injury http:// bit.ly/2lqeqw4 #Tecfidera,,,#MultipleSclerosis #Tecfidera,8.33E+17,https://twitter.com/AJPB_Journal/status/833149204373581825,
,2/18/2017 21:41,0,0,Liver injury warning added to Tecfidera label #FDAwarning,,,#FDAwarning,8.33E+17,https://twitter.com/tru_law/status/832985780024901632,
,2/18/2017 17:30,0,0,MS Vision Problems May Be Helped by Tecfidera ,,,,,,
,2/18/2017 10:17,0,0,Gilenya,,,,,,
,2/18/2017 9:16,1,1,I've been saving my empty #tecfidera capsules. Maybe for an art project? #msproblems,,,#tecfidera #msproblems,8.33E+17,https://twitter.com/worddroppings/status/832798405814398976,
,2/18/2017 3:35,0,0,To all of you following the TECFIDERA /Yellow Pill story: --My latest customer who was diagnosed with progressive... http:// fb.me/1fIy4fBSq,,,,8.33E+17,https://twitter.com/BillnDee/status/832712589142487040,
,2/18/2017 1:33,0,1,Yes,,,,,,
,2/17/2017 18:42,0,0,$ BIIB Tecfidera 's TRx is 7,,,,,,
,2/17/2017 18:41,0,0,$ BIIB Tecfidera 's TRx is 7,,,,,,
,2/17/2017 13:11,0,0,when the Tecfidera hits you pic.twitter.com/6tBf5aIxDn,,,,8.32E+17,https://twitter.com/shulamithbond/status/832495095026851840,
,2/17/2017 11:59,0,0,هذا حساب الهيئة العامة للدواء @Saudi_FDA بامكانك السؤال عن Tecfidera في حسابهم او موقعهم الالكتروني، حيث ان قوقل ما اسعفني,,@Saudi_FDA,,8.32E+17,https://twitter.com/MS_Saudi_org/status/832476991550943233,
,2/17/2017 7:16,0,0,السلام عليكم هل دواء Tecfidera موجود بوزارة الصحه السعوديه ام لا؟ وشكرا,,,,8.32E+17,https://twitter.com/ABUTORKI88/status/832405915857014784,
,2/17/2017 7:15,0,0,@nana_ms_ السلام عليكم هل دواء Tecfidera موجود بوزارة الصحه السعوديه ام لا؟ وشكرا,,@nana_ms_,,8.32E+17,https://twitter.com/ABUTORKI88/status/832405609853116416,
,2/17/2017 7:15,0,0,@MS_Saudi_org السلام عليكم هل دواء Tecfidera موجود بوزارة الصحه السعوديه ام لا؟ وشكرا,,@MS_Saudi_org,,8.32E+17,https://twitter.com/ABUTORKI88/status/832405526898159616,
,2/17/2017 7:14,0,0,@arfams السلام عليكم هل دواء Tecfidera موجود بوزارة الصحه السعوديه ام لا؟ وشكرا,,@arfams,,8.32E+17,https://twitter.com/ABUTORKI88/status/832405270005481473,
,2/17/2017 7:12,0,0,@mskworg السلام عليكم هل دواء Tecfidera موجود بوزارة الصحه السعوديه ام لا؟ وشكرا,,@mskworg,,8.32E+17,https://twitter.com/ABUTORKI88/status/832404945529880578,
,2/17/2017 6:30,0,0,Common #MultipleSclerosis Drug Found to Cause #Liver Injury http:// bit.ly/2ln7hfC #Tecfidera,,,#MultipleSclerosis #Liver #Tecfidera,8.32E+17,https://twitter.com/AJPB_Journal/status/832394262109110273,
,2/17/2017 2:14,0,0,felicidadeeees! Grandes noticias! a mi Tecfidera también me ha sentado genial! Tienes algo que tomar para la movilidad?,,,,8.32E+17,https://twitter.com/mpenae_2/status/832329769941397507,
,2/16/2017 22:44,0,16,Hoy me tocaba revisión: Sin brotes,,,,,,
,2/16/2017 18:32,0,1,Commercialisé sous le nom de TECFIDERA dans la SEP. https:// twitter.com/allergynet/sta tus/832086707889532928 …,,,,8.32E+17,https://twitter.com/qffwffq/status/832213451011403776,
,2/16/2017 9:04,0,1,was scared of that too so I'm trying tecfidera (I start next month) before I try something more serious. I hope Tysabri (5),,,,8.32E+17,https://twitter.com/DeathToCambria/status/832070652244979712,
,2/16/2017 5:51,1,2,Ah #Tecfidera for dessert..yummy #MSproblems,,,#Tecfidera #MSproblems,8.32E+17,https://twitter.com/TonyTaipan1234/status/832022032154034176,
,2/16/2017 3:46,0,3,$ edit $ biib $ fwp w/today's #crispr decision,,,,,,
,2/16/2017 1:31,0,0,not sure if I've made the right choice with plegridy iv heard its not as effective as tecfidera !?x,,,,8.32E+17,https://twitter.com/LaconH85/status/831956507080196109,
,2/16/2017 0:59,0,0,@Saudi_FDA السلام عليكم هل دواء tecfidera موجود بالسعوديه.,,@Saudi_FDA,,8.32E+17,https://twitter.com/ABUTORKI88/status/831948558941220864,
,2/16/2017 0:59,0,0,yeah it's weird isn't it,,,,,,
,2/16/2017 0:52,0,1,you mean the Tecfidera ?,,,,8.32E+17,https://twitter.com/flyn15179577/status/831946683520946176,
,2/16/2017 0:47,1,0,New blog post => Looking forward http://www. multiplestruggles.co.uk/looking-forwar d/ … #tecfidera #pregnancy #newbeginnings #decisions #letsdothis #MS,,,#tecfidera #pregnancy #newbeginnings #decisions #letsdothis #MS,8.32E+17,https://twitter.com/wahidamajid/status/831945467852357632,
,2/16/2017 0:44,0,1,you mean Tecfidera ?,,,,8.32E+17,https://twitter.com/flyn15179577/status/831944740761317376,
,2/16/2017 0:22,0,0,I liked the ease of tecfidera but the flushing got worse over time and at 6 months I was covered in hives every day!,,,,8.32E+17,https://twitter.com/EllexBee/status/831939227034198017,
,2/16/2017 0:08,1,0,that's a shame it didn't agree with you. I had a rougher time on tecfidera ,,,,,,
,2/15/2017 6:51,0,0,tecfidera caused bad reaction and took almost 2 wks to come back. Nuvigil helps exhaustion. Hope this helps.,,,,8.32E+17,https://twitter.com/Winifre94598003/status/831674872837316609,
,2/14/2017 23:15,0,1,Anímate,,,,,,
,2/14/2017 22:10,0,0,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/14/2017 10:03,1,2,Tecfidera is the med. I also smoke weed,,,,,,
,2/14/2017 6:07,0,2,yeah,,,,,,
,2/14/2017 6:04,0,4,A4: I was advised that once I find out I'm pregnant,,,,,,
,2/13/2017 20:44,0,0,Tysabri always sounded awesome. I just did steroid infusions and tecfidera . @voicesofms,,@voicesofms,,8.31E+17,https://twitter.com/TriXorcist/status/831159582319898624,
,2/13/2017 17:02,0,1,Worst part of #tecfidera for #multiplesclerosis is the bloody skin itching. Far worse than the #flushing imo #damn #MS,,,#tecfidera #multiplesclerosis #flushing #damn #MS,8.31E+17,https://twitter.com/Chrissy_Sym/status/831103738924240897,
,2/13/2017 8:41,4,3,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/13/2017 3:03,0,0,Tecfidera 4 Ms. My 1st DMD having a few side effects lately. Been on it for 2yrs.I take ridiculous amount of pills #rattles,,,#rattles,8.31E+17,https://twitter.com/dizzybird11/status/830892667332608000,
,2/12/2017 12:50,0,0,I'm on Tecfidera and I take Gabapentin for pain. I'm on other stuff but non MS related.,,,,8.31E+17,https://twitter.com/shiftms/status/830677980003307520,
,2/11/2017 20:05,0,0,Multiple Sclerosis Drug Tecfidera : FDA Mandates Jan.2017 Label Change Which Adds Warnings About Liver Injury Cases http:// buff.ly/2ktiydt,,,,8.30E+17,https://twitter.com/rudyvasquezlaw/status/830424936552472578,
,2/11/2017 13:39,0,1,@SushmaSwaraj I use TECFIDERA 240Mg tablet and it costs too high&I want you to help me in this situation. Per week 20000 Rupees is too high,,@SushmaSwaraj,,8.30E+17,https://twitter.com/JebbinJibu/status/830327833578848258,
,2/11/2017 13:29,0,1,I'm very lucky too!! Been relapse free for over a year as well !! Definitely was a good choice of treatment for me #tecfidera,,,#tecfidera,8.30E+17,https://twitter.com/wahidamajid/status/830325409149550593,
,2/11/2017 6:30,0,0,Patient Safety: Possible #liver injury added to label of #Biogen MS drug,,,,,,
,2/11/2017 6:19,0,4,I am very,,,,,,
,2/11/2017 6:18,1,2,I was diagnosed with RRMS in September of 2015. I started Tecfidera in January of last year.,,,,8.30E+17,https://twitter.com/shiftms/status/830216933437997056,
,2/11/2017 6:06,1,0,#Biogen federal investigation #Avonex #Tecfidera #Tysabri #Plegridy price reporting to govt #MS https://www. thestreet.com/story/13977435 /1/biogen-reveals-federal-investigation-into-pricing-rebate-payments.html … via @TheStreet,,@TheStreet,#Biogen #Avonex #Tecfidera #Tysabri #Plegridy #MS,8.30E+17,https://twitter.com/ACTonMS/status/830213998838743041,
,2/11/2017 2:33,0,2,Tecfidera +epilim=great big backside! #tecfidera #epilim #ms,,,#tecfidera #epilim #ms,8.30E+17,https://twitter.com/3emmalisa/status/830160238087196672,
,2/11/2017 0:38,0,1,More sites can be hard to do!Have you thought about switching to a pill like Tecfidera or... dang it,,,,,,
,2/10/2017 18:31,0,1,MS Patient’s Pick of the Week’s News: Stem Cells,,,,,,
,2/10/2017 15:51,0,1,Monthly blood test leads to monthly arm-hair-removal swearing fit #hairyman #bigbaby #tecfidera #MultipleSclerosis,,,#hairyman #bigbaby #tecfidera #MultipleSclerosis,8.30E+17,https://twitter.com/stevedomino/status/829998632501989376,
,2/9/2017 20:36,1,0,#multiplesclerosis #MS #Tecfidera #Gilenya #Aubagio #drugs https:// lnkd.in/eMwJtJ7,,,#multiplesclerosis #MS #Tecfidera #Gilenya #Aubagio #drugs,8.30E+17,https://twitter.com/DrLizSamander/status/829707960335159332,
,2/9/2017 10:10,0,0,Tecfidera ! https:// twitter.com/sazs1986/statu s/829451438656983040 …,,,,8.30E+17,https://twitter.com/justapunkwithms/status/829550539285331974,
,2/9/2017 7:54,0,0,"#cm Hospital recusa medicamento a doente de risco: Tecfidera estaria esgotado"" mas hoje já… https:// goo.gl/fb/Efd1hr""",,,#cm,8.30E+17,https://twitter.com/news_portugal/status/829516231942209537,
,2/9/2017 4:25,0,0,fatigued but there has been some improvement since I was switched from tecfidera to aubagio,,,,8.29E+17,https://twitter.com/jenvogie/status/829463716517265408,
,2/9/2017 0:44,0,0,MS Patient's Pick of the Week's News: Stem Cells,,,,,,
,2/9/2017 0:28,0,1,Morgen dann zum Doc,,,,,,
,2/8/2017 18:40,0,1,A mi me dieron a escoger entre aubagio y tecfidera . Cogí tecfidera y no ha ido mal. Adorarás la pastillita.,,,,8.29E+17,https://twitter.com/incabot1/status/829316384836448256,
,2/8/2017 18:33,1,0,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/8/2017 13:52,0,0,No experience with Tecfidera ,,,,,,
,2/8/2017 3:04,0,0,Na 2 jaar gebruik van de Tecfidera nog steeds regelmatig een flinke opvlieger @NationalMSFonds @MSwebNL @msvereniging #hebhetwarmmmm,,@NationalMSFonds @MSwebNL @msvereniging,#hebhetwarmmmm,8.29E+17,https://twitter.com/maoskeroy/status/829080859923902464,
,2/8/2017 2:50,0,0,Multiple Sclerosis Drug Tecfidera : FDA Mandates January 2017 Label Change Which Adds Warnings About Liver ... http://www. drug-injury.com/druginjurycom/ 2017/02/multiple-sclerosis-ms-treatments-tecfidera-liver-injury-drug-safety-fda-label-changes-side-effects-warnings.html …,,,,8.29E+17,https://twitter.com/TomLamb/status/829077282308304896,
,2/8/2017 0:18,0,1,MS Patient's Pick of the Week's News: Stem Cells,,,,,,
,2/7/2017 23:12,0,0,Tecfidera Lawsuit Filed by Shareholder Over Biogen Ignoring Safety Signals http:// dlvr.it/NJwdMH,,,,8.29E+17,https://twitter.com/sidanews/status/829022577712508929,
,2/7/2017 23:10,0,0,Tecfidera Lawsuit Filed by Shareholder Over Biogen Ignoring Safety Signals https:// shar.es/19W9NH,,,,8.29E+17,https://twitter.com/AboutLawsuits/status/829022031459020801,
,2/7/2017 21:56,3,1,Can anyone help? A friend of mine is being advised to start Tecfidera for her MS. But she's frightened about PML. Should she be?!?! Thanks.,,,,8.29E+17,https://twitter.com/DrDavidWarriner/status/829003528165261313,
,2/7/2017 16:33,0,0,$ BIIB : Biogen (BIIB) Spinraza Launch Trajectory Strong,,,,,,
,2/7/2017 11:42,0,1,#MS Patient’s Pick of the Week’s News: #StemCells ,,,,,,
,2/7/2017 10:44,0,0,Tecfidera (Dimethyl Fumarate Delayed Release Capsules) - updated on RxList http:// ift.tt/2jWyIIP,,,,8.29E+17,https://twitter.com/amplia2mente/status/828834364842766336,
,2/7/2017 3:17,0,0,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/7/2017 1:33,1,2,MS Patient's Pick of the Week's News: Stem Cells,,,,,,
,2/7/2017 0:12,0,0,MS Patient’s Pick of the Week’s News: Stem Cells,,,,,,
,2/6/2017 23:29,1,0,Started tecfidera on Saturday and it's making me feel awful. Even had to leave work early today #mssucks #ms #hopethisdoesntlastlong,,,#mssucks #ms #hopethisdoesntlastlong,8.29E+17,https://twitter.com/BlondeTheresa/status/828664431714398209,
,2/6/2017 20:30,3,3,MS Patient’s Pick of the Week’s News: Stem Cells,,,,,,
,2/6/2017 14:01,0,0,#ReimagineMySelf heißt Biogens neue Tecfidera Kampagne. @JamieLSigler soll dabei helfen. http://www. epharmainsider.com/neue-ms-kampag ne-von-biogen-mit-jamie-lynn-sigler/ …,,@JamieLSigler,#ReimagineMySelf,8.29E+17,https://twitter.com/ePharmaInsider/status/828521411211886592,
,2/6/2017 10:53,0,0,#Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival. Read more: http:// owler.us/acbg3N $ BIIB,,,#Biogen,8.28E+17,https://twitter.com/biotech_sector/status/828474255100633088,
,2/6/2017 10:08,0,0,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/6/2017 2:06,0,0,my aunt with MS has been taken off tecfidera after two months bc it wasn't doing its job and now mum is sceptical that it's working for me,,,,8.28E+17,https://twitter.com/spicedpotatoes/status/828341490216796160,
,2/5/2017 1:36,0,1,It's rough right now. I am on Tecfidera and feeling sunburned all the time,,,,,,
,2/4/2017 21:30,0,1,I've just posted a new blog: My First Month on Tecfidera http:// ift.tt/2k7uKhn,,,,8.28E+17,https://twitter.com/elstoleno/status/827909692408156160,
,2/4/2017 20:43,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival http://www. fiercepharma.com/marketing/biog en-ceo-we-have-to-do-a-better-job-holding-off-sanofi-rival …,,,,8.28E+17,https://twitter.com/NAllaf/status/827897981819027460,
,2/3/2017 20:57,4,2,Tecfidera use linked to liver injury,,,,,,
,2/3/2017 20:05,0,0,This is only suggested for people who are having Attack after Attack after... I was one of those people,,,,,,
,2/3/2017 18:14,0,1,cuanto tiempo con #tecfidera ? Yo acabo de empezar. Expectante..,,,#tecfidera,8.27E+17,https://twitter.com/riera_anna/status/827497925005701120,
,2/3/2017 13:58,0,0,L’uso di Tecfidera sembra essere legato a danni epatici importanti nei pazienti con SM https:// roscia2010.wordpress.com/2017/02/03/lus o-di-tecfidera-sembra-essere-legato-a-danni-epatici-importanti-nei-pazienti-con-sm … pic.twitter.com/njcOAuip6E,,,,8.27E+17,https://twitter.com/ROSCIA2/status/827433627915018242,
,2/3/2017 11:54,0,0,#SclerosiMultipla L’uso di Tecfidera sembra essere legato a danni epatici importanti nei pazienti con SM http:// dlvr.it/NGxsBW pic.twitter.com/BTfHPUZzXH,,,#SclerosiMultipla,8.27E+17,https://twitter.com/NoemiLu1982/status/827402274053906432,
,2/3/2017 5:16,1,0,L’uso di Tecfidera sembra essere legato a danni epatici importanti nei pazienti con SM http:// flipout4ms.com/2017/02/02/lus o-di-tecfidera-sembra-essere-legato-a-danni-epatici-importanti-nei-pazienti-con-sm … pic.twitter.com/SVwxPFH61S,,,,8.27E+17,https://twitter.com/flipout4ms/status/827302275974590464,
,2/2/2017 21:57,0,0,tecfidera y fampyra pero es que me va bien,,,,,,
,2/2/2017 18:46,0,0,#Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival. Read more: http:// owler.us/ab02Be $ BIIB,,,#Biogen,8.27E+17,https://twitter.com/biotech_sector/status/827143640061341696,
,2/2/2017 17:51,0,0,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/2/2017 17:49,3,1,#Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/2/2017 12:22,0,0,it had outgrow/outlived its effectiveness! Tecfidera is weird but I'm feeling good and no longer sticking myself in the ass!,,,,8.27E+17,https://twitter.com/ThrvngNDenial/status/827047044162281473,
,2/2/2017 1:52,0,0,Dimethyl Fumarate for #MS : Liver Injury Warning Strengthened #Tecfidera #Biogen http://www. medscape.com/viewarticle/87 5223?src=wnl_edit_tpal&uac=5369HG?src=soc_tw_share … via @medscape,,@medscape,#MS #Tecfidera #Biogen,8.27E+17,https://twitter.com/ACTonMS/status/826888555700088834,
,2/1/2017 21:14,0,0,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/1/2017 20:01,0,0,Forward shareholders back $1.25B settlement with Biogen related to Tecfidera patent https:// lnkd.in/gq9s8qa,,,,8.27E+17,https://twitter.com/ClausBoSvendsen/status/826800135577284609,
,2/1/2017 19:44,0,0,MarketCurrents: Forward shareholders back $1.25B settlement with Biogen related to Tecfidera patent http:// seekingalpha.com/news/3239503-f orward-shareholders-back-1_25b-settlement-biogen-related-tecfidera-patent?source=feed_f … #premarket $FW…,,,#premarket,8.27E+17,https://twitter.com/pulpmarkets/status/826795793382256640,
,2/1/2017 19:41,0,0,Forward shareholders back $1.25B settlement with Biogen related to Tecfidera patent http:// seekingalpha.com/news/3239503-f orward-shareholders-back-1_25b-settlement-biogen-related-tecfidera-patent?source=feed_f … #premarket $ FWP $ BIIB #sitifat …,,,#premarket #sitifat,8.27E+17,https://twitter.com/sitifatimahnet/status/826795110419546112,
,2/1/2017 19:41,0,0,Forward shareholders back $1.25B settlement with Biogen related to Tecfidera patent http:// seekingalpha.com/news/3239503-f orward-shareholders-back-1_25b-settlement-biogen-related-tecfidera-patent?source=twitter_sa_factset … #premarket $ FWP $ BIIB,,,#premarket,8.27E+17,https://twitter.com/SEEKINGALPHA_FS/status/826795037979598850,
,2/1/2017 19:41,0,0,Forward shareholders back $1.25B settlement with Biogen related to Tecfidera patent http:// seekingalpha.com/news/3239503-f orward-shareholders-back-1_25b-settlement-biogen-related-tecfidera-patent?source=feed_f … #premarket $ FWP $ BIIB,,,#premarket,8.27E+17,https://twitter.com/MarketCurrents/status/826795036121534465,
,2/1/2017 19:30,1,1,#Tecfidera label updated to warn of potential liver injury http://www. reuters.com/article/us-bio gen-tecfidera-idUSKBN1592KQ … We explain why http://www. mstranslate.com.au/dimethyl-fumar ate-linked-liver-injury/ … #MultipleSclerosis,,,#Tecfidera #MultipleSclerosis,8.27E+17,https://twitter.com/MStranslate/status/826792262256386048,
,2/1/2017 19:09,0,1,Tecfidera Use Linked to Liver Injury in MS Patients,,,,,,
,2/1/2017 3:16,0,0,@realDonaldTrump Medicare part D will not pay for Tecfidera for Multiple Sclerosis. Thousands of dollars per month. Please fix this!!!!,,@realDonaldTrump,,8.27E+17,https://twitter.com/kat4262/status/826547212754657281,
,1/31/2017 19:38,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival https:// lnkd.in/gYATmvR,,,,8.26E+17,https://twitter.com/ConSecoCV/status/826431848863526913,
,1/31/2017 19:31,0,0,#HayesNews : FDA Updates #Tecfidera Label to Include Risk of Liver Injury http:// hubs.ly/H063zmb0 pic.twitter.com/PztxotLGZq,,,#HayesNews #Tecfidera,8.26E+17,https://twitter.com/HayesInc/status/826430147981144066,
,1/31/2017 19:07,0,1,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival http://www. fiercepharma.com/marketing/biog en-ceo-we-have-to-do-a-better-job-holding-off-sanofi-rival …,,,,8.26E+17,https://twitter.com/salilkallianpur/status/826424191003959296,
,1/31/2017 11:33,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival http:// ift.tt/2kMyjhd,,,,8.26E+17,https://twitter.com/shree_shelke/status/826309922807754752,
,1/31/2017 10:11,0,0,' Sanofi’s Aubagio is gaining ground while Biogen's key multiple sclerosis med Tecfidera is slowing down' | http:// ow.ly/RUWN308w2EE,,,,8.26E+17,https://twitter.com/randstadmena/status/826289209669513216,
,1/31/2017 8:40,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival http:// bit.ly/2klsia5,,,,8.26E+17,https://twitter.com/PharmaCommons/status/826266464781004800,
,1/31/2017 7:00,0,0,Missed Them? #FDA drug changes/updates as of Monday,,,,,,
,1/31/2017 5:08,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival | FiercePharma https:// lnkd.in/gGzEXXx,,,,8.26E+17,https://twitter.com/esasahara/status/826213119403847680,
,1/31/2017 3:36,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival | FiercePharma http://www. fiercepharma.com/marketing/biog en-ceo-we-have-to-do-a-better-job-holding-off-sanofi-rival …,,,,8.26E+17,https://twitter.com/EIPGeu/status/826189821185974273,
,1/31/2017 2:58,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival https:// lnkd.in/dZVDjR7,,,,8.26E+17,https://twitter.com/robertfsiegmund/status/826180379128262656,
,1/31/2017 1:58,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival - FiercePharma http:// dlvr.it/NFJl5p,,,,8.26E+17,https://twitter.com/Biotechnology35/status/826165228660350976,
,1/30/2017 23:48,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival - FiercePharma http:// dlvr.it/NFGMR2,,,,8.26E+17,https://twitter.com/Biotechnology35/status/826132401961054209,
,1/30/2017 23:08,0,0,$ BIIB CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival http://www. fiercepharma.com/marketing/biog en-ceo-we-have-to-do-a-better-job-holding-off-sanofi-rival …,,,,8.26E+17,https://twitter.com/kjilly/status/826122459732533248,
,1/30/2017 22:48,0,0,#Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival. Read more: http:// owler.us/ab91L1 $ BIIB,,,#Biogen,8.26E+17,https://twitter.com/biotech_sector/status/826117421496823808,
,1/30/2017 22:33,0,0,EverydayHealth: 14 cases of liver injury have been reported in people taking Tecfidera ,,,,,,
,1/30/2017 22:30,9,7,14 cases of liver injury have been reported in people taking Tecfidera ,,,,,,
,1/30/2017 22:10,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival - http:// bit.ly/2kjL5D3,,,,8.26E+17,https://twitter.com/danvantri/status/826107774509674501,
,1/30/2017 22:05,0,0,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival: http:// bit.ly/2kjHO66 $ BIIB $ SNY #pharma #marketing,,,#pharma #marketing,8.26E+17,https://twitter.com/CarlyHFierce/status/826106597441159170,
,1/30/2017 20:58,0,1,Biogen CEO: We have to do a 'better job' holding off Sanofi's Tecfidera rival http://www. fiercepharma.com/marketing/biog en-ceo-we-have-to-do-a-better-job-holding-off-sanofi-rival …,,,,8.26E+17,https://twitter.com/FiercePharma/status/826089627563999233,
,1/30/2017 13:40,0,1,Taking Aubagio,,,,,,
,1/29/2017 18:47,0,0,I'm on Gilenya,,,,,,
,1/29/2017 18:44,0,1,@DahbiaB Hi Dahbia,,,,,,
,1/29/2017 3:42,0,1,Multiple Sclerosis Drug Tecfidera Linked To Potential Liver Injuries via @rightrelevance thanks @abibuddcomms https:// legalherald.com/tecfidera-live r-injury/ …,,@rightrelevance @abibuddcomms,,8.25E+17,https://twitter.com/4VRRockin/status/825466482821722112,
,1/29/2017 0:56,0,0,MS Drug Tecfidera Linked To Potential Liver Injuries https:// lnkd.in/eVDSZJT,,,,8.25E+17,https://twitter.com/mrdphd/status/825424806841610241,
,1/28/2017 20:28,1,0,MS Drug Tecfidera Linked To Potential Liver Injuries #multiplesclerosis #FDA warning https:// legalherald.com/tecfidera-live r-injury/ …,,,#multiplesclerosis #FDA,8.25E+17,https://twitter.com/C_OrejaGuevara/status/825357297769656321,
,1/28/2017 19:12,0,0,MS Drug Tecfidera Linked To Potential Liver Injuries - http:// goo.gl/alerts/34HX2 #GoogleAlerts,,,#GoogleAlerts,8.25E+17,https://twitter.com/UmYusuf61/status/825338147194208256,
,1/28/2017 17:50,1,0,#MultipleSclerosis Drug #Tecfidera Linked To Potential Liver Injuries https:// legalherald.com/tecfidera-live r-injury/ …,,,#MultipleSclerosis #Tecfidera,8.25E+17,https://twitter.com/AbiBuddComms/status/825317512099278848,
,1/28/2017 7:10,0,0,Possible liver injury added to label of #Biogen MS drug,,,,,,
,1/28/2017 4:29,0,0,MS Drug Tecfidera Linked To Potential Liver Injuries - The Legal Herald (press release) (blog) http:// dlvr.it/ND96hC,,,,8.25E+17,https://twitter.com/Nursingshare/status/825115956154241027,
,1/28/2017 3:23,0,0,Biogen MS Drug Tecfidera Gets Liver Injury Warning http:// fb.me/4WaygB7UO,,,,8.25E+17,https://twitter.com/MS_CCSVI_EIRE/status/825099371968655363,
,1/28/2017 3:05,0,0,Possible #liver injury added to label of #BiogenMS drug http:// ow.ly/GB9t308pZi5 #MSSNY #Tecfidera,,,#liver #BiogenMS #MSSNY #Tecfidera,8.25E+17,https://twitter.com/MSSNY_YPS/status/825094816308482048,
,1/28/2017 3:05,0,0,Possible #liver injury added to label of #BiogenMS drug http:// ow.ly/GB9t308pZi5 #MSSNY #Tecfidera,,,#liver #BiogenMS #MSSNY #Tecfidera,8.25E+17,https://twitter.com/mssnytweet/status/825094816220471297,
,1/28/2017 2:26,0,0,@OCDmeetsMS ... Now on Tecfidera . I worked hard w/Copaxone for 13 yrs. I needed something to work as hard as I was! LOL,,@OCDmeetsMS,,8.25E+17,https://twitter.com/ThrvngNDenial/status/825085080825499648,
,1/28/2017 0:48,0,0,#Tecfidera updates the label of their Biogen #MultipleSclerosis drug to include possible liver injury» http:// reut.rs/2jFCFm1,,,#Tecfidera #MultipleSclerosis,8.25E+17,https://twitter.com/PBIRx/status/825060389708771331,
,1/27/2017 22:36,0,0,Tecfidera Side Effects Could Cause Liver Injury,,,,,,
,1/27/2017 22:15,0,0,Tecfidera Side Effects Could Cause Liver Injury,,,,,,
