username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,
,11/17/2016 12:37,2,5,Just started back on Plaquenil - a med to keep autoimmune illness from damaging my eyes. The med can also cause blindness. So that's fun.,,,,7.99147E+17,https://twitter.com/allylovespono/status/799146883960573952,,,
,11/17/2016 2:13,0,1,Aaaand I'm breaking up with Plaquenil . Mi cyant take it no more. Fuck this.,,,,7.9899E+17,https://twitter.com/chrisalexander_/status/798989920098402304,,,
,11/17/2016 1:24,0,0,solupred20mg plaquenil insuman comporinsulin mixtard 30/70 meflonide metrohaler plavix plavicard cardiotimide or examide20mg #صيدلية_تويتر,,,#,7.98978E+17,https://twitter.com/suzan_medhat/status/798977588739899394,,,
,11/17/2016 0:10,0,0,Providers love for Plaquenil doesn't always auto-translate to the all-important Consumer. #SLE #lupusawareness #ACR16 #patientengagement https:// twitter.com/jeffsparks/sta tus/798955480538152960 …,,,#SLE #lupusawareness #ACR16 #patientengagement,7.98959E+17,https://twitter.com/RN_Solutions/status/798958868877475850,,,
,11/16/2016 23:56,2,4,Dr. Feldman seeks to understand factors affecting Plaquenil adherence in SLE #ACR16 #SCSatACR pic.twitter.com/fvubvjklsW,,,#ACR16 #SCSatACR,7.98955E+17,https://twitter.com/jeffsparks/status/798955480538152960,,,
,11/16/2016 20:25,4,1,Essai randomisé hydroxychloroquine ( Plaquenil ) contre placebo dans l'arthrose de la main: aucune différence. Conaghan #ACR16,,,#ACR16,7.98902E+17,https://twitter.com/Larhumato/status/798902435020414976,,,
,11/16/2016 4:25,0,1,how's your proteinuria count? Oh,,,,,,,,
,11/15/2016 3:55,0,1,I'm already on Plaquenil ,,,,,,,,
,11/14/2016 15:45,2,0,Nu bij reuma ook #Switch -Problemen ?? Kreeg ipv Plaquenil Sanofi-Synthélabo een vervanger van CentraFarm Vast goedkoper maar gezonder ??,,,#Switch,7.98107E+17,https://twitter.com/Egbert1948/status/798107014337597440,,,
,11/13/2016 23:42,0,0,which drug is it please? I am on Plaquenil .,,,,7.97865E+17,https://twitter.com/PeanutsUK/status/797864720967598080,,,
,11/13/2016 6:11,0,1,I feel like a chemistry experiment. Orencia,,,,,,,,
,11/13/2016 4:19,0,1,If Plaquenil were a man,,,,,,,,
,11/12/2016 18:17,0,0,I got diagnosed yesterday with sero negative RA and put on Plaquenil and also given a steroid injection. The... http:// fb.me/21UHLOld4,,,,7.97421E+17,https://twitter.com/NeatPenny/status/797420506987331585,,,
,11/12/2016 3:35,0,0,"#LUPUS & #Plaquenil : New Guidelines for Hydroxychloroquine Visual Screening"" #LupusEyes #LupusMeds http:// ln.is/login.medscape .com/l/CLwzT …""",,,#LUPUS #Plaquenil #LupusEyes #LupusMeds,7.97199E+17,https://twitter.com/jujubeee714/status/797198574849290240,,,
,11/12/2016 3:35,3,0,"#LUPUS & #Plaquenil : New Guidelines for Hydroxychloroquine Visual Screening"" #LupusEyes #LupusMeds http:// ow.ly/40FP3065VDy""",,,#LUPUS #Plaquenil #LupusEyes #LupusMeds,7.97199E+17,https://twitter.com/LupusChannel/status/797198569170239488,,,
,11/10/2016 10:52,0,0,Plaquenil is ruining my life. All bad thus far. #fucklupus,,,#fucklupus,7.96584E+17,https://twitter.com/chrisalexander_/status/796583719549173760,,,
,11/10/2016 8:51,0,0,So apparently hives is a thing with Plaquenil ........?,,,,7.96553E+17,https://twitter.com/chrisalexander_/status/796553381422710784,,,
,11/10/2016 4:47,0,1,Plaquenil is ruining my life. I feel like I rolled around in a pile of poison ivy.,,,,7.96492E+17,https://twitter.com/chrisalexander_/status/796491905693585408,,,
,11/10/2016 4:39,0,1,I think I'm stopping Plaquenil . This itching is out of control. #fucklupus,,,#fucklupus,7.9649E+17,https://twitter.com/chrisalexander_/status/796489831434043394,,,
,11/9/2016 13:32,0,0,plaquenil ,,,,,,,,
,11/9/2016 11:34,0,0,yep I have four prescriptions. Plaquenil saved my life,,,,7.96232E+17,https://twitter.com/elvhenan_/status/796231948708544512,,,
,11/8/2016 22:51,0,0,the itching from the plaquenil went away for me about two weeks into taking it..,,,,7.9604E+17,https://twitter.com/IamChenise/status/796039961220882436,,,
,11/8/2016 22:48,0,0,Ophthalmologist – November 2016 prednisone and plaquenil check http:// dld.bz/fecBj,,,,7.96039E+17,https://twitter.com/MagicPainPotion/status/796039111761166336,,,
,11/8/2016 22:04,0,6,Having to educate #rheum staff on being required to switch to mail order Rx is not cool. And Plaquenil ,,,,,,,,
,11/8/2016 21:54,0,0,If plaquenil is going to be like prednisone in that the side effects are just as bad as not taking it,,,,,,,,
,11/8/2016 21:53,0,0,It's been 9 days. I will have to see if it improves. I've been itching aaaand that's from Plaquenil too. Thought I was crazy.,,,,7.96025E+17,https://twitter.com/chrisalexander_/status/796025299729346560,,,
,11/8/2016 21:52,0,0,what are you taking Plaquenil for?,,,,7.96025E+17,https://twitter.com/Nothinbuttreble/status/796025031260274688,,,
,11/8/2016 21:51,0,0,I don't know if I can do Plaquenil . It's awful. Might don't make it. I'm so conflicted. Where is Mother Love is make sense of it all?,,,,7.96025E+17,https://twitter.com/chrisalexander_/status/796024890130305028,,,
,11/8/2016 21:50,0,1,It's crazy. I thought it was just me. Now,,,,,,,,
,11/8/2016 21:34,0,0,Att: #Plaquenil users Question? https:// twitter.com/Lupus_Chat/sta tus/795689107917774848 …,,,#Plaquenil,7.96021E+17,https://twitter.com/thepcdiva/status/796020619309629441,,,
,11/8/2016 8:39,0,0,My Take on New Ocular Screening Guidelines for Plaquenil | RheumNow - Rheumatology News & Information http:// rheumnow.com/blog/my-take-n ew-ocular-screening-guidelines-plaquenil#.WCFB4Hv5evc.twitter …,,,#,7.95826E+17,https://twitter.com/Rheumreports/status/795825558676455424,,,
,11/8/2016 7:22,0,0,with a functional medicine MD I was able to ditch oral steroids and not take Plaquenil,,,,7.95806E+17,https://twitter.com/modernrarity/status/795806283219824640,,,
,11/8/2016 3:49,0,0,Hydroxychloroquine/ Plaquenil for malaria and autoimmune diseases...Jo's article http:// pinterest.com/pin/3167297862 78920895/ …,,,,7.95753E+17,https://twitter.com/idecoterapias/status/795752521897836548,,,
,11/7/2016 23:37,6,7,Question for #lupus homies,,,,,,,,
,11/7/2016 23:19,0,3,update: Day 8. Plaquenil hasn't stopped sucking yet. #lupus,,,#lupus,7.95685E+17,https://twitter.com/chrisalexander_/status/795684722307428352,,,
,11/7/2016 20:50,0,1,"1/2 $ CXRX : Seeing variability in forecasting NA business due to pressures ... on Plaquenil and Nilandron... as well as increased pressure""",,,,7.95647E+17,https://twitter.com/asaruxin/status/795647209878523904,,,
,11/4/2016 21:23,0,1,Praise for @GoodRx once again. Putting Plaquenil pricing in its place - saving money on prescription drugs is fun! http:// despitelupus.blogspot.com/2016/11/praise -for-goodrx-once-again-putting.html?spref=tw …,,@GoodRx,,7.94568E+17,https://twitter.com/despitelupus/status/794568177657188352,,,
,11/3/2016 9:03,0,0,see they haven't put me on Plaquenil yet. Just MTX daily. Been on it a few years,,,,,,,,
,11/3/2016 8:54,0,1,Good luck tomorrow!!!! Feel better soon;I am on Plaquenil ,,,,,,,,
,11/3/2016 5:43,0,1,Current therapies for #lupus Plaquenil ,,,,,,,,
,11/2/2016 1:53,0,0,I am considering trying MXT. I am not in severe pain. Plaquenil seems to keep my large joints in check. But the... http:// fb.me/Fapcviq6,,,,7.93549E+17,https://twitter.com/NeatPenny/status/793549002532945920,,,
,11/2/2016 1:01,1,0,Such a shame that generic medications,,,,,,,,
,11/1/2016 23:51,0,0,Rheumatologist put me on a new drug since Plaquenil isn't working: Imuran,,,,,,,,
,11/1/2016 13:14,0,0,@nahdihope السلام عليكم احب استفسر اذا متوفر عندكم هذا الدواء اسمه: Plaquenil 200mg tablets,,@nahdihope,,7.93358E+17,https://twitter.com/abu_soltan/status/793358124329631744,,,
,10/30/2016 20:43,0,0,solicito con urgencia Plaquinol Dolquine o Plaquenil (HIDROXICLOROQUINA) 200mg,,,,,,,,
,10/29/2016 23:25,0,1,You have been my pillar..I love you. I see because you were my rock. thru plaquenil &pred you gave me reasons to fight on. https:// twitter.com/NtoshToyin/sta tus/792423099975208960 …,,,,7.92425E+17,https://twitter.com/Molemole_S/status/792424575497805824,,,
,10/29/2016 20:58,3,6,Discoid treatments like plaquenil ,,,,,,,,
,10/29/2016 20:47,2,3,Dr. Femia discussing the effects of Plaquenil in treatment of Discoid Lupus. #LupusChat pic.twitter.com/doAnWhipgz – bei NYU Hospital for Joint Diseases,,,#LupusChat,7.92385E+17,https://twitter.com/SynceNerd_Carli/status/792384885042315264,,,
,10/29/2016 20:46,0,0,Did she say Plaquenil is good or bad for Discoid?,,,,7.92385E+17,https://twitter.com/Xtel007/status/792384691764654080,,,
,10/29/2016 19:46,0,0,.. everything as plaquenil makes me so sick and such acid I can't eat without suffering with no real benefits showing,,,,7.92369E+17,https://twitter.com/Miffy_Mifster/status/792369399927889920,,,
,10/29/2016 10:46,0,0,je suis surprise de voir une boite de plaquénil ,,,,,,,,
,10/28/2016 18:58,0,0,Unsure about my new rheumatologist. Not sure how to feel after being told,,,,,,,,
,10/28/2016 8:36,0,0,I'm also pretty sure that I need to have my eyes checked again as I think im having some plaquenil side-effects.,,,,7.91838E+17,https://twitter.com/PetersSugarTits/status/791838410310811648,,,
,10/28/2016 5:06,0,4,Day One of the Plaquenil . #Sjogrens pic.twitter.com/LwmC4HGAfc,,,#Sjogrens,7.91786E+17,https://twitter.com/katiesierra/status/791785614249234432,,,
,10/28/2016 5:00,0,0,Thank you so much! looking forward to seeing improvement with Plaquenil . You take care!,,,,7.91784E+17,https://twitter.com/Nancy_Bellicec/status/791784121987063808,,,
,10/27/2016 0:50,0,0,#NoonConference old questionable Dx discoid lupus,,,,,,,,
,10/26/2016 2:11,0,0,I just can't play these games anymore. Rheumatologist never called in Plaquenil ,,,,,,,,
,10/26/2016 0:08,0,0,I'm finding that out. :( I am not responding to the medication yet ( Plaquenil ). I started in June. Nothing has changed.,,,,7.90986E+17,https://twitter.com/WW2HistoryGal/status/790985914524643328,,,
,10/25/2016 22:49,0,0,And my rheumatologist didn't call in Plaquenil like I /thought/ he said he was doing,,,,,,,,
,10/25/2016 12:04,0,0,ugh. Luckily I got taken off the steady Prednisone dose I was on. Plaquenil for 10 years.,,,,7.90804E+17,https://twitter.com/ShmupusMiss/status/790803593305567232,,,
,10/24/2016 11:14,0,0,I have mixed feelings about the Plaquenil I'm taking. I don't feel any different,,,,,,,,
,10/23/2016 1:26,0,0,On Methotrexate Injection,,,,,,,,
,10/22/2016 19:34,0,0,Oui c'est censé faire ça mais la dernière fois c'etait moins fort quand même,,,,,,,,
,10/21/2016 15:22,1,1,#Diccionario médico-paciente: HCQ= hidroxicloroquiquina.Nombre comercial Dolquine,,,,,,,,
,10/20/2016 1:54,0,0,Una semana sin plaquenil Y YA ESTÁS CHINGANDO LA MADRE???,,,,7.88838E+17,https://twitter.com/Litio_/status/788838145622024192,,,
,10/19/2016 18:07,0,0,May look good but my lupus is flaring going on plaquenil again.Hopefully that will help… https://www. instagram.com/p/BLvqfvcgLUE/,,,,7.88721E+17,https://twitter.com/mandysheehan2/status/788720714702548997,,,
,10/19/2016 17:01,0,0,Currently on 400mg a day of Plaquenil . It doesn't seem to be working as I got very stiff after I phased off of... http:// fb.me/2xpPmKWvw,,,,7.88704E+17,https://twitter.com/NeatPenny/status/788704190487007233,,,
,10/19/2016 8:06,1,3,Indeed! Hydroxychloroquine/( plaquenil )-cardiotoxicity will produce an identical histologic picture.,,,,7.88569E+17,https://twitter.com/joemaleszewski/status/788569378648313856,,,
,10/17/2016 3:57,0,0,How many lupus patients in this group use Plaquenil ? If you are not aware,,,,,,,,
,10/16/2016 22:21,0,0,In lupus nephritis,,,,,,,,
,10/16/2016 22:20,0,0,Hydroxychloroquine/ Plaquenil reduces Lupus flares,,,,,,,,
,10/16/2016 22:20,2,0,OCT in retinal disease : Plaquenil toxicity . #AAO2016 pic.twitter.com/gFOmTzG527,,,#AAO2016,7.87697E+17,https://twitter.com/drrbclinic/status/787697293168443392,,,
,10/16/2016 17:31,0,0,If Plaquenil is one of your medications,,,,,,,,
,10/15/2016 19:25,0,0,Hi! My name is Karen,,,,,,,,
,10/15/2016 18:57,0,0,@JesusMartinMx combinado con Plaquenil y Tamoxifeno,,@JesusMartinMx,,7.87284E+17,https://twitter.com/Luis_rome/status/787283755375271937,,,
,10/15/2016 17:17,0,1,@LupusChickcom started plaquenil /: oh my gosh it makes me sick to my stomach. Any tips on how to function while my body is getting used to,,@LupusChickcom,,7.87259E+17,https://twitter.com/aleexbaru/status/787258619330912256,,,
,10/15/2016 3:02,0,0,So what u r saying is if u suffer from any inflammatory disease & taking Plaquenil u will benefit 2 pic.twitter.com/Ebw20TKD5e,,,,7.87044E+17,https://twitter.com/IlyssaE1216/status/787043550084997121,,,
,10/14/2016 19:15,0,0,My Take on New Ocular Screening Guidelines for Plaquenil | RheumNow - Rheumatology News & Information #antimalarial http:// rheumnow.com/content/my-tak e-new-ocular-screening-guidelines-plaquenil …,,,#antimalarial,7.86926E+17,https://twitter.com/KathleenArntsen/status/786925823878127617,,,
,10/14/2016 13:36,0,0,My Take on New Ocular Screening Guidelines for Plaquenil | RheumNow - Rheumatology News & Information http:// rheumnow.com/content/my-tak e-new-ocular-screening-guidelines-plaquenil#.WACR520VHtE.twitter …,,,#,7.8684E+17,https://twitter.com/caminalm/status/786840487726555136,,,
,10/14/2016 0:01,0,0,my Medicine is messing up me eye sight I'm on plaquenil #UnBlur,,,#UnBlur,7.86636E+17,https://twitter.com/ESSEXMA/status/786635560697925632,,,
,10/12/2016 23:48,0,0,A question from a member. Please help. My rheumatologist took me off Plaquenil and prescribed Methotrexate. I've... http:// fb.me/R9G9yr4M,,,,7.8627E+17,https://twitter.com/LupusAndMe/status/786269797784825856,,,
,10/12/2016 23:47,0,0,fKSdlAezJjHX - I've just started at plaquenil side effects weight To begin honing your management skills,,,,,,,,
,10/12/2016 23:16,1,0,My Take on New Ocular Screening Guidelines for #Plaquenil #Dolquine http:// ln.is/rheumnow.com/c ontent/J9NNy … vía @RheumNow #lupus,,@RheumNow,#Plaquenil #Dolquine #lupus,7.86262E+17,https://twitter.com/Aenima666/status/786261769182478336,,,
,10/12/2016 8:34,0,0,glad everything is okay..are you on plaquenil yet?,,,,7.8604E+17,https://twitter.com/platinumsugar23/status/786039836855508992,,,
,10/11/2016 11:54,0,0,@TiffanyAndLupus I'm on Plaquenil (2) (200),,,,,,,,
,10/11/2016 3:08,0,0,Can anyone help me. I am currently taking Sulfazalazine & Plaquenil . Diagnosed over 2 years ago. Been through all... http:// fb.me/5gRpGfbio,,,,7.85595E+17,https://twitter.com/NeatPenny/status/785595490607964162,,,
,10/9/2016 15:52,0,0,I am on Plaquenil 400 mg and Methotrexate 2.5 mg 6 pills. All of my blood results are normal. Should I still... http:// fb.me/1xJaxS1ic,,,,7.85063E+17,https://twitter.com/NeatPenny/status/785062751806844928,,,
,10/9/2016 12:55,0,0,I mentioned it to my doctor,,,,,,,,
,10/8/2016 23:58,0,0,Hi. Does anyone know how to reduce hair loss? I am taking Prednisone,,,,,,,,
,10/8/2016 19:08,0,0,A question from a member. Please help. How do you afford your meds? I am on plaquenil and Arava and use the... http:// fb.me/TT5VypzQ,,,,7.8475E+17,https://twitter.com/LupusAndMe/status/784749892283490304,,,
,10/7/2016 9:59,0,0,But I explained the hair loss,,,,,,,,
,10/7/2016 9:38,0,0,Thanks. I will. I feel better now. I only have to take Plaquenil three months,,,,,,,,
,10/7/2016 9:37,0,0,I will always think telling people I'm taking drugs (when I mean plaquenil ) is funny,,,,,,,,
,10/6/2016 16:52,0,0,voire virales) + accumulation toxiques environnementaux d'où ttt par ATB,,,,,,,,
,10/6/2016 4:13,0,0,Kind of want to see this done with non-psych drugs. Buttons with 'Lipitor' or ' Plaquenil '. https:// milk.xyz/articles/does- fashion-glamorize-drug-use/?su=k53WyuW …,,,,7.838E+17,https://twitter.com/peterdroberts/status/783799714634432516,,,
,10/5/2016 18:47,0,0,#противовоспалительное #здоровье #лекарства Заказать Плаквенил Plaquenil в интернете http:// eu-apteka.com/oporno-dvigate lnyj-apparat/3522-plakvenil-plaquenil-tabl-60x200mg.html?search_query=Plaquenil+&results=1 … pic.twitter.com/uMZSs1ZIlo,,,# # #,7.83657E+17,https://twitter.com/EuApteka/status/783657333092192257,,,
,10/5/2016 9:00,0,0,yes,,,,,,,,
,10/5/2016 4:05,0,0,They just added Plaquenil to my Enbrel injections and meloxicam,,,,,,,,
,10/4/2016 0:28,0,0,I get plaquenil sent to me from express scripts,,,,,,,,
,10/3/2016 22:22,0,1,nice case and discussion. Didn't know about plaquenil,,,,7.82987E+17,https://twitter.com/tulunsokit/status/782986638137827328,,,
,10/3/2016 16:23,0,0,What have you guys used for hair loss? im on plaquenil and have hypothyroid and on synthroid... soo many... http:// fb.me/6t6hS5V4U,,,,7.82896E+17,https://twitter.com/NeatPenny/status/782896366435442688,,,
,10/3/2016 12:39,0,1,I've only taken plaquenil and Quinoric brands... plaquenil was grand,,,,,,,,
,10/3/2016 9:11,0,2,Good for you! @pinger_genguin - and weird! I've taken it for 2 yrs,,,,,,,,
,10/3/2016 6:38,0,0,@dpringle Do you have a set routine for taking your Plaquenil ? I just started taking it yesterday,,,,,,,,
,10/3/2016 2:57,0,0,I don't think plaquenil is made anymore now though :/,,,,7.82693E+17,https://twitter.com/pinger_genguin/status/782693439465021441,,,
,10/3/2016 2:31,0,1,Bizarrely,,,,,,,,
,10/3/2016 2:28,0,0,plaquenil was fine... I've been to 3 pharmacies to see if they will order the generic and they all say no? Surely it's cheaper?,,,,7.82686E+17,https://twitter.com/pinger_genguin/status/782686165036044289,,,
,10/3/2016 2:27,0,0,Cool,,,,,,,,
,10/2/2016 23:09,0,0,Jeg trodde jeg ikke ble noe gamlere enn max 30 pga Lupus. Men Plaquenil holder sykdommen i sjakk.,,,,7.82636E+17,https://twitter.com/BjrnOveStrand/status/782636197919293440,,,
,10/2/2016 23:03,0,0,Jeg tror tørre øyne er også er en bivirkning av medisinen jeg bruker daglig som heter Plaquenil . Mener det står det på vedlegget.,,,,7.82635E+17,https://twitter.com/BjrnOveStrand/status/782634668449464320,,,
,10/1/2016 12:58,7,11,During WW2,,,,,,,,
,10/1/2016 4:40,0,0,Plaquenil has eased my joint pain also & heat is my best friend when I push it too https:// twitter.com/lupusladies/st atus/781986165205377024 …,,,,7.81995E+17,https://twitter.com/PennyScheen/status/781994559827955713,,,
,10/1/2016 4:06,0,2,Great? I take plaquenil which has stopped my #JointPain . If I've over done it heating pad,,,,,,,,
,9/30/2016 2:22,0,0,yup on it now! We have me taking everything I can possibly take at once. Imuran plaquenil mtx pred sulfasalazine actemra,,,,7.81597E+17,https://twitter.com/hcorini/status/781597420345962496,,,
,9/29/2016 4:03,0,0,I've had to stop taking plaquenil after a year due to vision problems. Not on any meds at the moment. Has anyone... http:// fb.me/61AQx8qw7,,,,7.81261E+17,https://twitter.com/NeatPenny/status/781260673187713024,,,
,9/28/2016 10:39,0,3,Didn't fall asleep fast enough after taking my meds and now I feel like puking. Yay Plaquenil !,,,,7.80998E+17,https://twitter.com/Jenndola/status/780997729593987072,,,
,9/28/2016 0:20,0,0,I am 45 and just dx with Rheumatoid Arthritis and Lupus,,,,,,,,
,9/27/2016 4:26,0,0,I accidentally took two plaquenil & my head is on fire whoops,,,,7.80542E+17,https://twitter.com/seapancake_/status/780541618550026240,,,
,9/26/2016 22:42,0,0,I could use a little encouragement. I've been on plaquenil for about 4 months and Humira for two months and I... http:// fb.me/4QixxyyV2,,,,7.80455E+17,https://twitter.com/NeatPenny/status/780455117090938880,,,
,9/26/2016 1:10,1,0,How long do you keep a pt w new class III #lupus #nephritis on some form immunosuppression (excluding plaquenil ) after complete remission?,,,#lupus #nephritis,7.8013E+17,https://twitter.com/GlomCon1/status/780129889559121921,,,
,9/25/2016 3:59,0,0,I have been on Plaquenil for a year. I've just been prescribed oral Methotrexate. My question is two parts: 1)... http:// fb.me/2sUU37YqM,,,,7.7981E+17,https://twitter.com/NeatPenny/status/779810073279401984,,,
,9/25/2016 3:03,0,0,echt naar voor je. Slik je ook nog de plaquenil ? Daar had ik veel last van. Sterkte! #shitlyme,,,#shitlyme,7.79796E+17,https://twitter.com/flashiea/status/779795816164761600,,,
,9/25/2016 0:20,0,0,Plaquenil is sadly likely to only worsen fatigue. http:// rheumatology.oxfordjournals.org/content/39/11/ 1249.long … LDN tends to be really good for fatigue.,,,,7.79755E+17,https://twitter.com/DiamonDie/status/779754932509503489,,,
,9/25/2016 0:16,0,0,"Plaquenil is the 1st choice drug"" for my illness",,,,,,,,
,9/24/2016 22:08,0,0,Se solicita la colaboración de la comunidad para la donación del siguiente medicamento: * Plaquenil ... http:// fb.me/7caHk2jEd,,,,7.79722E+17,https://twitter.com/jimeneztv/status/779721586911961088,,,
,9/24/2016 22:07,0,0,Se solicita la colaboración del a comunidad para la donación del siguiente medicamento: * Plaquenil ... http:// fb.me/2QuYeOEPE,,,,7.79721E+17,https://twitter.com/rodrigo791020/status/779721310435962880,,,
,9/22/2016 12:23,0,0,the Optic Nerve Thinning in lupus is It because the meds such as plaquenil or is It just neurodegenerative?,,,,7.7885E+17,https://twitter.com/_YRAM_/status/778849786120110080,,,
,9/21/2016 18:57,0,1,Today's #RheumatoidArthritis lesson: Don't ever take #Plaquenil on an empty stomach. T_T,,,#RheumatoidArthritis #Plaquenil,7.78586E+17,https://twitter.com/KindaNerdyHW/status/778586476602875905,,,
,9/21/2016 6:25,0,0,RA meds have stopped working- methotrexate plaquenil naproxen & prednisone why have you forsaken me? I won't offer it up @JohnHamill151,,@JohnHamill151,,7.78397E+17,https://twitter.com/CADunphy/status/778397087482327041,,,
,9/20/2016 9:10,0,0,plaquenil,,,,7.78076E+17,https://twitter.com/ptcrUIsErUsA/status/778076298308640768,,,
,9/20/2016 8:30,0,0,slowed as my body adjusted to the mtx. It worked really well,,,,,,,,
,9/20/2016 8:18,0,0,has it helped you? Mtx isn't cutting it on it's own anymore,,,,,,,,
,9/18/2016 22:59,0,0,Why are some people in biologics and some on mtx and/or Plaquenil ? - Melanie,,,,7.7756E+17,https://twitter.com/NeatPenny/status/777560092564750340,,,
,9/17/2016 18:02,0,0,I'm on MTX injections 1x week and my rheumy put me on Plaquenil since the MTX didn't seem to help. Is there... http:// fb.me/1r8HTWWIf,,,,7.77123E+17,https://twitter.com/NeatPenny/status/777122955297980416,,,
,9/17/2016 6:21,0,0,Hello. I was diagnosed with RA over a year ago. I'm currently taking plaquenil and have stopped taking prednisone... http:// fb.me/1nApdkd3B,,,,7.76947E+17,https://twitter.com/NeatPenny/status/776946759985758209,,,
,9/17/2016 6:15,0,0,So after not getting the results my rheumy wanted on the MTX/ Plaquenil combo,,,,,,,,
,9/17/2016 4:41,0,1,Ever since I was on that Plaquenil ,,,,,,,,
,9/17/2016 4:17,0,1,I have started and stopped and started and now stopped again my mtx so I am praying pred & plaquenil hold me til after sx :(,,,,7.76915E+17,https://twitter.com/mambomoondog/status/776915453704822784,,,
,9/17/2016 1:55,0,1,à la place du Plaquenil ,,,,,,,,
,9/15/2016 17:27,0,0,Have just been put on Arava. Has anyone on this had side effects? I'm also taking MTX,,,,,,,,
,9/14/2016 22:32,0,0,Going to be starting on Humira. Any tips? I'm on plaquenil and need to take with food and an anti nausea Med. Thanks for the input. - Mary,,,,7.76104E+17,https://twitter.com/NeatPenny/status/776103918485078017,,,
,9/14/2016 18:02,0,0,@cz_nl Ik kan Plaquenil / hydroxychloroquine niet vinden op jullie #preferentielijst ,,,,,,,,
,9/14/2016 6:10,0,0,Methotrexate didn't work well for me. I have now been given Plaquenil . It's a crossover drug,,,,,,,,
,9/14/2016 0:44,0,0,The drug hydroxychloroquine ( Plaquenil ) can also cause color blindness.,,,,7.75775E+17,https://twitter.com/Saudi_Pharma/status/775774684231204864,,,
,9/12/2016 7:10,0,0,Buenas noches estoy interesada en el plaquenil mi tlf es 04266533221. Gracias de antemano,,,,7.75147E+17,https://twitter.com/KleidisT/status/775147090473283584,,,
,9/11/2016 8:53,0,0,plaquenil 200mg twice a day,,,,7.74811E+17,https://twitter.com/katrina798/status/774810629509042176,,,
,9/11/2016 8:50,0,0,likes plaquenil,,,,7.7481E+17,https://twitter.com/katrina798/status/774809739376996354,,,
,9/11/2016 8:48,0,0,colchicine is nasty. My stomach couldn't handle it. I'm on plaquenil (hydroxychloroquine),,,,7.74809E+17,https://twitter.com/katrina798/status/774809369800093697,,,
,9/11/2016 2:38,0,0,Lovely lupie Joyce asks: Two days into plaquenil and horrible adverse reaction. Looks like measles. Been off it... http:// fb.me/5ol9CPkDK,,,,7.74716E+17,https://twitter.com/Sometimesitislu/status/774716308835344384,,,
,9/10/2016 9:28,0,0,Plaquenil,,,,7.74457E+17,https://twitter.com/savvyseaworth/status/774456984380715008,,,
,9/9/2016 8:49,1,0,r u on plaquenil,,,,7.74085E+17,https://twitter.com/wintergreenpaul/status/774084685781532672,,,
,9/8/2016 17:34,0,0,My daily supplements! ( does not include Mr Plaquenil and Ms Prednisone) *Brand Ad is not intended... https:// tmblr.co/ZsJH8l2BpmWQK,,,,7.73854E+17,https://twitter.com/Verukiasado/status/773854472506310656,,,
,9/7/2016 19:28,0,0,In Plaquenil toxicity,,,,,,,,
,9/6/2016 2:50,9,10,Rheumatoid #arthritis medication #plaquenil should be separated from #antacids by ~4 hours before AND after the dose pic.twitter.com/vRAtG3j0km,,,#arthritis #plaquenil #antacids,7.72907E+17,https://twitter.com/Kucpn/status/772907308968009729,,,
,9/5/2016 23:15,0,0,I asked this nigga what im supposed to do about my nose and throat being dry he said to wait and see what the plaquenil does. Bruh.,,,,7.72853E+17,https://twitter.com/FuckinQueer/status/772853249502277632,,,
,9/5/2016 22:33,0,0,بلاكونيل PLAQUENIL | هيدروكسى كلوروكين | فارماسيا http:// pharmacia1.com/2016/09/05/%d8 %a8%d9%84%d8%a7%d9%83%d9%88%d9%86%d9%8a%d9%84-plaquenil-%d9%87%d9%8a%d8%af%d8%b1%d9%88%d9%83%d8%b3%d9%89-%d9%83%d9%84%d9%88%d8%b1%d9%88%d9%83%d9%8a%d9%86-%d9%81%d8%a7%d8%b1%d9%85%d8%a7%d8%b3/ …,,,,7.72843E+17,https://twitter.com/AhmedAbdelbaky/status/772842619382530053,,,
,9/5/2016 19:10,0,1,Just plaquenil . The sulfasalazine was too strong. But my doc thinks that I need something more. I feel fine (minus fatigue),,,,7.72792E+17,https://twitter.com/tyronem/status/772791607435362304,,,
,9/5/2016 6:28,1,1,موجود الان وحاليا عندنا بالمستشفى Plaquenil,,,,7.726E+17,https://twitter.com/PHCorleoni/status/772599691720753153,,,
,9/3/2016 17:35,0,0,Hi I have a question I've been 3 weeks on prednisone and 2 on plaquenil after I take plaquenil I feel a little... http:// fb.me/5SllOorrg,,,,7.72043E+17,https://twitter.com/NeatPenny/status/772042761050677251,,,
,9/3/2016 2:50,0,0,Hi everyone,,,,,,,,
,9/3/2016 2:48,0,0,3 weeks in on plaquenil and got very severe dizziness today. Had to leave work and I am.just laying in bed.... http:// fb.me/7W4N6IvyO,,,,7.7182E+17,https://twitter.com/NeatPenny/status/771819549691817986,,,
,9/2/2016 22:57,0,1,Marmor: #plaquenil and the eye http://www. ncbi.nlm.nih.gov/pubmed/25672591 @StanfordMed #retina #toxicity,,@StanfordMed,#plaquenil #retina #toxicity,7.71761E+17,https://twitter.com/ByersEye/status/771761368361861122,,,
,9/2/2016 19:33,0,0,Q: Millie asks,,,,,,,,
